slug,nom,nationalite,poste,statut,club,ligue,pays_club,ville_club,continent,est_etranger
nikita-filev,Nikita Filev,Russia,Left Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
stanislav-tokmakov,Stanislav Tokmakov,Russia,Left Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
dmitry-stadnik,Dmitry Stadnik,Russia,Left Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
nikita-kumskov,Nikita Kumskov,Russia,Left Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
stanislav-prostak,Stanislav Prostak,Russia,Left Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
alexey-kosogov,Alexey  Kosogov,Russia,Centre Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
aleksandr-galkin,Aleksandr Galkin,Russia,Centre Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
sergey-palashchenko,Sergey Palashchenko,Russia,Centre Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
vladislav-aleksanyan,Vladislav  Aleksanyan,Russia,Centre Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
nikita-svetlov,Nikita Svetlov,Russia,Right Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
vladislav-glushchenko,Vladislav  Glushchenko,Russia,Right Back,active,Kaustik Volgograd,Russian Super  (Russia),Russia,Volgograd,Europe,FALSE
lucas-santana,Lucas  Santana,Brazil,Goalkeeper,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
matheus-da-silva,Matheus  da Silva,Brazil,Goalkeeper,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
milton-estrelinha,Milton Estrelinha,Portugal,Goalkeeper,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
jose-silva,Jose Silva,Portugal,Left Wing,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
eduardo-florencia,Eduardo  Florencia,Portugal,Left Wing,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
paulo-andrade,Paulo  Andrade,,Right Wing,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
eduardo-couto,Eduardo  Couto,Portugal,Right Wing,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
hener-lima,Hener  Lima,Portugal,Line Player,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
marcus-vinicius-domingues,Marcus  Vinicius Domingues,Brazil,Line Player,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
tomas-chicharro,Tomas  Chicharro,Portugal,Line Player,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
mateus-rodrigues-melo,Mateus  Rodrigues Melo,Brazil,Left Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
gil-santos,Gil  Santos,,Left Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
tiago-costa,Tiago  Costa,Portugal,Centre Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
aldrin-andrade,Aldrin Andrade,Brazil,Centre Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Hors-Europe,TRUE
diogo-campos,Diogo  Campos,Portugal,Centre Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
daniel-salcedas,Daniel  Salcedas,Portugal,Right Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
tomas-ribeira,Tomas  Ribeira,Portugal,Right Back,active,Nazare Dom Fuas AC,no info,Portugal,Nazare,Europe,FALSE
darko-stosic,Darko Stošić,Serbia,Goalkeeper,active,RK Topličanin,Serbian Super B  (East - West),Serbia,Prokuplje,Europe,FALSE
arthur-vanhove,Arthur  Vanhove,Belgium,Goalkeeper,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
kevin-siraut,Kevin  Siraut,Belgium,Goalkeeper,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
pieter-jan-de-bruyn,Pieter Jan De Bruyn,Belgium,Goalkeeper,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
jona-boiten,Jona Boiten,Belgium,Left Wing,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
hugo-rodado,Hugo  Rodado,Belgium,Left Wing,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
robbe-merken,Robbe  Merken,Belgium,Right Wing,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
warre-baart,Warre Baart,Belgium,Right Wing,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
thomas-di-giacomo,Thomas Di Giacomo,Belgium,Right Wing,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
valentin-bzdynga,Valentin Bzdynga,France,Right Wing,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,TRUE
nathan-bolaers,Nathan  Bolaers,Belgium,Line Player,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
daan-vrancken,Daan Vrancken,Belgium,Line Player,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
mathijs-schellingen,Mathijs Schellingen,Belgium,Line Player,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
yme-bertels,Yme  Bertels,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
florian-glesner,Florian  Glesner,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
nuno-carvalhais,Nuno  Carvalhais,Portugal,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,TRUE
sebastien-danesi,Sebastien  Danesi,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
albrecht-willemans,Albrecht Willemans,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
cedric-dupont,Cedric Dupont,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
joran-tilkin,Joran Tilkin,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
rob-heeren,Rob Heeren,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
robbe-schiffeleers,Robbe Schiffeleers,Belgium,Left Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
samuel-degbey,Samuel  Degbey,Belgium,Centre Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
dylan-vossen,Dylan Vossen,Netherlands,Centre Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,TRUE
arber-qerimi,Arber  Qerimi,Belgium,Centre Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
louis-marchal,Louis  Marchal,Belgium,Centre Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
stijn-heeren,Stijn Heeren,Belgium,Centre Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
maxime-mertens,Maxime Mertens,Belgium,Right Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,FALSE
mathis-mougin,Mathis Mougin,France,Right Back,active,Hubo Intia Hasselt,BENE-,Belgium,Hasselt,Europe,TRUE
vitalii-shimanskyi,Vitalii  Shimanskyi,Ukraine,Goalkeeper,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,TRUE
marius-ionut-closca,Marius Ionut  Closca,Romania,Goalkeeper,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
alexandru-mihai-pasca,Alexandru Mihai Pasca,Romania,Goalkeeper,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
iulian-cristian-rosu,Iulian Cristian Rosu,Romania,Left Wing,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
khazein-rustamov,Khazein Rustamov,Georgia,Left Wing,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,TRUE
tudor-bugulet,Tudor  Bugulet,Romania,Right Wing,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
gabriel-bujor,Gabriel  Bujor,Romania,Right Wing,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
george-teodor-stefan,George Teodor Stefan,Romania,Right Wing,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
daniel-susanu,Daniel  Susanu,Romania,Line Player,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
gabriel-massuca-teca,Gabriel Massuca Teca,Angola,Line Player,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Hors-Europe,TRUE
alexandru-popa,Alexandru Popa,Romania,Line Player,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
adama-sako,Adama Sako,France,Left Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,TRUE
tiberiu-popovici,Tiberiu  Popovici,Romania,Left Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
calin-cabut,Calin  Cabut,Romania,Centre Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
mihai-sebastian-bujor,Mihai Sebastian Bujor,Romania,Centre Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
mihai-dobra,Mihai  Dobra,Romania,Centre Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
kresimir-kresic,Krešimir  Krešić,Croatia,Right Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,TRUE
nicolae-ungureanu,Nicolae Ungureanu,Romania,Right Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
cristian-andrei-acsentie,Cristian Andrei Acsentie,Romania,Right Back,active,CSM Constanta,Liga Zimbrilor (Romania),Romania,Constanța,Europe,FALSE
daniel-arguillas-alvarez,Daniel  Arguillas Alvarez,Spain,Goalkeeper,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
pedro-tonicher,Pedro Tonicher,Portugal,Goalkeeper,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,TRUE
eloy-martin-segador,Eloy  Martin Segador,Spain,Goalkeeper,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
ignacio-pizarro,Ignacio Pizarro,Argentina,Left Wing,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Hors-Europe,TRUE
sergio-antunez-reyes,Sergio  Antunez Reyes,Spain,Left Wing,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
afonso-freire-mendes,Afonso Freire Mendes,Portugal,Right Wing,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,TRUE
david-notario,David  Notario,Spain,Right Wing,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
alvaro-martin-noeda,Alvaro  Martin Noeda,Spain,Line Player,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
enrico-aldini,Enrico Aldini,Italy,Line Player,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,TRUE
diego-gandara,Diego Gandara,Spain,Line Player,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
santiago-mosquera-mayo,Santiago  Mosquera Mayo,Colombia,Left Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Hors-Europe,TRUE
joao-guilherme-perbelini-ribeiro,Joao Guilherme Perbelini Ribeiro,Brazil,Left Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Hors-Europe,TRUE
rajmond-toth,Rajmond  Tóth,Hungary,Centre Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,TRUE
manuel-lima-87,Manuel  Lima,Portugal,Centre Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,TRUE
jaime-colmena-gomez,Jaime  Colmena Gomez,Spain,Centre Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,FALSE
santiago-barcelo,Santiago Barcelo,Argentina,Centre Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Hors-Europe,TRUE
guilherme-tavares,Guilherme  Tavares,Portugal,Right Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Europe,TRUE
federico-pizarro,Federico  Pizarro,Argentina,Right Back,active,REBI Balonmano Cuenca,Sacyr Asobal  (Spain),Spain,Cuenca,Hors-Europe,TRUE
rangel-luan-da-rosa,Rangel Luan  Da Rosa,Brazil,Goalkeeper,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Hors-Europe,TRUE
gustavo-capdeville,Gustavo  Capdeville,Portugal,Goalkeeper,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
bernardo-simao-de-almeida,Bernardo Simao de Almeida,Portugal,Goalkeeper,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
miguel-sanchez-migallon-naranjo,Miguel Sanchez- Migallon Naranjo,Spain,Left Wing,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
stiven-tobar-valencia,Stiven Tobar  Valencia,Iceland,Left Wing,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
christopher-hedberg,Christopher  Hedberg,Sweden,Right Wing,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
mikita-vailupau,Mikita  Vailupau,Belarus,Right Wing,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
alexis-borges,Alexis Borges,Portugal,Line Player,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
javier-rodriguez-moreno,Javier  Rodriguez Moreno,Spain,Line Player,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
fabio-silva,Fabio Silva,Portugal,Line Player,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
reinier-taboada,Reinier Taboada,Cuba,Left Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Hors-Europe,TRUE
gabriel-cavalcanti,Gabriel Cavalcanti,Portugal,Left Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
pau-oliveras,Pau  Oliveras,Spain,Left Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
ander-izquierdo-labayen,Ander  Izquierdo Labayen,Spain,Centre Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
alejandro-barbeito,Alejandro Barbeito,Spain,Centre Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
ismael-el-korchi-fernandez,Ismael  El Korchi Fernández,Spain,Centre Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
edijeso-quaresma,Edijeso  Quaresma,Portugal,Centre Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
kristian-olsen,Kristian  Olsen,Denmark,Right Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,TRUE
belone-moreira,Belone  Moreira,Portugal,Right Back,active,SL Benfica,Andebol 1 (Portugal),Portugal,Lisbon,Europe,FALSE
alfredo-torres,Alfredo  Torres,Portugal,Right Wing,active,AD Carvalhos,2. Division (Portugal),Portugal,Vila Nova de Gaia,Europe,FALSE
jovan-jevremovic,Jovan Jevremovic,Serbia,Goalkeeper,active,SU Lavovi,Serbian Super B  (North-Center),Serbia,Belgrade,Europe,FALSE
dejan-avramovic,Dejan Avramović,Serbia,Right Wing,active,SU Lavovi,Serbian Super B  (North-Center),Serbia,Belgrade,Europe,FALSE
filip-milosevic-47,Filip Milosevic,Serbia,Centre Back,active,SU Lavovi,Serbian Super B  (North-Center),Serbia,Belgrade,Europe,FALSE
tomislav-balent,Tomislav Balent,Croatia,Goalkeeper,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,TRUE
ales-zemljic,Ales Zemljic,Slovenia,Goalkeeper,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
filip-ranfl,Filip Ranfl,Slovenia,Goalkeeper,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
aljosa-munda,Aljoša Munda,Slovenia,Left Wing,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
borna-sraga,Borna Sraga,Slovenia,Left Wing,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
ignjat-nesic,Ignjat Nešić,Serbia,Right Wing,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,TRUE
blaz-fergola,Blaž Fergola,Slovenia,Line Player,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
denis-skrinjar,Denis Škrinjar,Slovenia,Line Player,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
sebastijan-vincek,Sebastijan Vincek,Croatia,Line Player,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,TRUE
zan-korze-lesjak,Zan Korze Lesjak,Slovenia,Line Player,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
blaz-majhen,Blaz Majhen,Slovenia,Line Player,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
filip-jerenec,Filip Jerenec,Slovenia,Left Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
nik-cirovic,Nik Ćirović,Slovenia,Left Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
matevz-zunic,Matevz Zunic,Slovenia,Left Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
gasper-hebar,Gašper Hebar,Slovenia,Centre Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
jure-lukman,Jure Lukman,Slovenia,Centre Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
tit-grabovac,Tit Grabovac,Slovenia,Centre Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
lucian-bura,Lucian  Bura,Croatia,Right Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,TRUE
martin-hebar,Martin Hebar,Slovenia,Right Back,active,RK Jeruzalem Ormož,1. NLB Leasing Liga (Slovenia),Slovenia,Ormož,Europe,FALSE
marian-zernovic,Marian  Zernovič,Slovakia,Goalkeeper,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,TRUE
tibor-balogh,Tibor  Balogh,Hungary,Goalkeeper,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
norman-toth,Norman Toth,Hungary,Goalkeeper,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
khaled-essam,Khaled  Essam,Egypt,Left Wing,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Hors-Europe,TRUE
balazs-pinter,Balazs Pinter,Hungary,Left Wing,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
hunor-csengeri,Hunor Csengeri,Hungary,Right Wing,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
akos-hutvagner,Akos Hutvagner,Hungary,Right Wing,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
marino-maric,Marino  Marić,Croatia,Line Player,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,TRUE
laszlo-szeitl,Laszlo Szeitl,Hungary,Line Player,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
geza-bodnar,Geza Bodnar,Hungary,Line Player,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
theodoros-boskos,Theodoros  Boskos,Greece,Left Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,TRUE
gellert-draskovics,Gellert  Draskovics,Hungary,Left Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
akos-bendicsek,Akos  Bendicsek,Hungary,Left Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
zsombor-bene,Zsombor Bene,Hungary,Left Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
david-horvath-61,David Horvath,Hungary,Left Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
adam-juhasz,Ádám  Juhász,Hungary,Centre Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
matyas-kristof,Matyas  Kristof,Hungary,Centre Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
matej-vuleta,Matej Vuleta,Croatia,Centre Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,TRUE
marko-panic,Marko  Panić,Bosnia-Herzegovina,Right Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,TRUE
aron-kovacs,Aron Kovacs,Hungary,Right Back,active,Budai Farkasok,K&H Liga (Hungary),Hungary,Budakeszi,Europe,FALSE
rene-vahu,Rene Vahu,Estonia,Goalkeeper,active,Aruküla Audentes,no info,,,Europe,TRUE
rainer-reinsaar,Rainer  Reinsaar,Estonia,Goalkeeper,active,Aruküla Audentes,no info,,,Europe,TRUE
andreas-parve,Andreas  Parve,Estonia,Left Wing,active,Aruküla Audentes,no info,,,Europe,TRUE
markus-meiner,Markus Meiner,Estonia,Left Wing,active,Aruküla Audentes,no info,,,Europe,TRUE
karl-magnus-rebane,Karl-Magnus  Rebane,Estonia,Left Wing,active,Aruküla Audentes,no info,,,Europe,TRUE
antti-rogenbaum,Antti  Rogenbaum,Estonia,Line Player,active,Aruküla Audentes,no info,,,Europe,TRUE
karl-martin-kiis,Karl Martin Kiis,Estonia,Line Player,active,Aruküla Audentes,no info,,,Europe,TRUE
markus-kask,Markus  Kask,Estonia,Line Player,active,Aruküla Audentes,no info,,,Europe,TRUE
andre-sild,Andre  Sild,Estonia,Left Back,active,Aruküla Audentes,no info,,,Europe,TRUE
martin-kalvet,Martin Kalvet,Estonia,Centre Back,active,Aruküla Audentes,no info,,,Europe,TRUE
keskula-aleksander,Kesküla  Aleksander,Estonia,Centre Back,active,Aruküla Audentes,no info,,,Europe,TRUE
mihkel-vaher,Mihkel Vaher,Estonia,Centre Back,active,Aruküla Audentes,no info,,,Europe,TRUE
timo-raukas,Timo  Raukas,Estonia,Right Back,active,Aruküla Audentes,no info,,,Europe,TRUE
kristian-poulsen,Kristian Poulsen,Denmark,Goalkeeper,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
anders-holst,Anders  Holst,Denmark,Goalkeeper,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
morten-glasius,Morten Glasius,Denmark,Left Wing,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
rasmus-rendboe,Rasmus Rendboe,Denmark,Left Wing,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
simon-omme,Simon Omme,Denmark,Right Wing,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
sren-sell,Søren  Sell,Denmark,Line Player,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
rasmus-mose,Rasmus Mose,Denmark,Line Player,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
jeppe-back-svagin,Jeppe Back Svagin,Denmark,Line Player,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
jeppe-larsen,Jeppe  Larsen,Denmark,Left Back,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
mikel-dalby-christensen,Mikel  Dalby Christensen,Denmark,Left Back,active,Otterup HK,no info,Denmark,Otterup,Europe,FALSE
